时间_s,烘房温度_C,烘房水分浓度_kg_kg
1739,41.15691666666666,0.032612833333333334
1740,41.166,0.03262
1741,41.17178333333333,0.032627500000000004
1742,41.177566666666664,0.032635000000000004
1743,41.18335,0.032642500000000005
1744,41.18913333333333,0.032650000000000005
1745,41.194916666666664,0.032657500000000006
1746,41.2007,0.032665
1747,41.20648333333333,0.0326725
1748,41.212266666666665,0.03268
1749,41.21805,0.0326875
1750,41.22383333333333,0.032695
1751,41.229616666666665,0.0327025
1752,41.2354,0.03271
1753,41.24118333333333,0.032717500000000004
1754,41.246966666666665,0.032725000000000004
1755,41.25275,0.032732500000000005
1756,41.25853333333333,0.032740000000000005
1757,41.264316666666666,0.032747500000000006
1758,41.2701,0.032755000000000006
1759,41.27588333333333,0.0327625
1760,41.281666666666666,0.03277
1761,41.28745,0.0327775
1762,41.29323333333333,0.032785
1763,41.29901666666667,0.0327925
1764,41.3048,0.0328
1765,41.310583333333334,0.0328075
1766,41.31636666666667,0.032815000000000004
1767,41.32215,0.032822500000000004
1768,41.327933333333334,0.032830000000000005
1769,41.33371666666667,0.032837500000000006
1770,41.3395,0.032845
1771,41.34528333333333,0.0328525
1772,41.35106666666666,0.03286
1773,41.356849999999994,0.0328675
1774,41.36263333333333,0.032875
1775,41.36841666666666,0.0328825
1776,41.374199999999995,0.03289
1777,41.37998333333333,0.0328975
1778,41.38576666666666,0.032905000000000004
1779,41.391549999999995,0.032912500000000004
1780,41.39733333333333,0.032920000000000005
1781,41.40311666666666,0.032927500000000005
1782,41.408899999999996,0.032935000000000006
1783,41.41468333333333,0.0329425
1784,41.42046666666666,0.03295
1785,41.426249999999996,0.0329575
1786,41.43203333333333,0.032965
1787,41.43781666666666,0.0329725
1788,41.443599999999996,0.03298
1789,41.44938333333333,0.0329875
1790,41.45516666666666,0.032995000000000003
1791,41.46095,0.033002500000000004
1792,41.46673333333333,0.033010000000000005
1793,41.472516666666664,0.033017500000000005
1794,41.4783,0.033025
1795,41.48408333333333,0.0330325
1796,41.489866666666664,0.03304
1797,41.49565,0.0330475
1798,41.50143333333333,0.033055
1799,41.507216666666665,0.0330625
1800,41.513,0.03307
